0,1,2,3,4,5,6,7,8,9,mean
417.9972949028015,345.21728587150574,383.0342311859131,395.3947699069977,402.9566831588745,385.12616324424744,403.2655408382416,414.875333070755,413.09794998168945,362.00038623809814,392.29656383991244
3.480410099029541,3.004971981048584,3.505582094192505,3.437343120574951,3.1643519401550293,3.2016067504882812,3.4177191257476807,3.285773754119873,3.349032163619995,3.452101707458496,3.3298892736434937
0.9629357412851743,0.9630368581329413,0.9631418670587,0.9624068045783891,0.9627218313556652,0.9631457370852583,0.9627218313556652,0.9634568938359761,0.962826840281424,0.962826840281424,0.9629221245250619
0.9673159718576079,0.9675530937442575,0.9678681122515947,0.9679468668784291,0.9677631060824824,0.9673159718576079,0.967684351455648,0.9675530937442575,0.9677368545402042,0.9677106029979261,0.9676448025410014
0.4817713805421307,0.5532486639044016,0.5651553360652867,0.48175988225399496,0.4817656332107199,0.4817752100840336,0.4817656332107199,0.6818764446312251,0.4817675493905002,0.4817675493905002,0.5172653282683513
0.98359640570239,0.9837115521467541,0.9838645891006881,0.9839028634709698,0.983813566024306,0.98359640570239,0.9837753057781526,0.9837115521467541,0.9838008119365214,0.9837880585211546,0.9837561110530082
0.4996730957829356,0.5011139823471329,0.5011684723209776,0.49940061028770705,0.4995640802092415,0.4997820638552904,0.4995640802092415,0.502718374458869,0.4996185701830863,0.4996185701830863,0.5002221899837569
0.5515129682997119,0.5547550432276657,0.5590778097982709,0.5601585014409222,0.5576368876080692,0.5515129682997119,0.5565561959654178,0.5547550432276657,0.5572766570605188,0.5569164265129682,0.5560158501440922
0.4905589729874298,0.4934090659045049,0.49344432002465966,0.4904216609589041,0.490503450858702,0.49061346740118733,0.490503450858702,0.49637401888792704,0.4905307083244169,0.4905307083244169,0.491688982453085
0.5850644247428313,0.5904222214567042,0.5974700870143206,0.5992152515779565,0.5951328005014107,0.5850644247428313,0.5933719847959179,0.5904222214567042,0.5945466120473193,0.5939596739641352,0.5924669702300129
